Title,Year,Genre,Plot,Language,Poster,IMDBRating,Director,Production,Error
And the Winners Are!,2019,,"And the Winners Are. is a never-seen-before look at the hearts and souls of Hollywood's biggest superstars in CBS/NBC reporter David Sheehan's most revealing conversations with 33 Oscar winners, at various times in their careers, including favorites, from Tom Hanks, Meryl Streep, Tom Cruise, and Nicole Kidman, to Barbra Streisand, Leonardo DiCaprio, Robert Redford, and Jack Nicholson, plus 25 more.",en,https://image.tmdb.org/t/p/w500/vfsWLVdKfwWyYCiL4g2MY1o5zXo.jpg,0,N/A,,
The Knight Before Christmas,2019,"35, 10749",A medieval English knight is magically transported to present day where he ends up falling for a high school science teacher.,en,https://image.tmdb.org/t/p/w500/ivymBQYzYqZoLhvgYg77gSzXKsA.jpg,6.4,Monika Mitchell,"Motion Picture Corporation of America, Brad Krevoy Television",
Hellcat's Revenge II: Deadman's Hand,2019,"28, 53","Tough and sexy ""Hellcat"" club member Kat gets framed for a crime she didn't commit and sent to a gruesome women's prison ruled by a maniacal warden. She must fight her way out in order to get her revenge against ruthless and sadistic biker gang leader Rosie—and get help from her former lover ""Snake"" to make that revenge happen.",en,https://image.tmdb.org/t/p/w500/jFdQlBCxCPuBVspYRBAUnbqIDGv.jpg,5.4,Len Kabasinski,KillerWolf Films,
Hot Gimmick: Girl Meets Boy,2019,"18, 10749","A quiet teen's life is shaken up when she's forced to be her arrogant neighbor's slave. He loves her, but they both have a lot to learn about trust.",ja,https://image.tmdb.org/t/p/w500/pdlisiIaZrPUTqP9kNo6hCgHikj.jpg,5.8,Yuki Yamato,Toei Tokyo,
Death of Insane,2019,18,,ml,https://image.tmdb.org/t/p/w500/lBODOW1o2QIlDlu73MNBfcYXciX.jpg,0,Sanal Kumar Sasidharan,NIV Art Movies,
Canapa Nostra,2019,99,"“Canapa Nostra” is a shout of the people that wants truth and justice, it is the troubled and passionate story about a forbidden plant that has accompanied humanity in his entire evolutionary history.",it,https://image.tmdb.org/t/p/w500/1PinTHqQayv08NZeD28YO2FDirF.jpg,0,Francesco Grecchi,2fgBros. Production,
An Eye and a Knife,2018,18,"A group of friends working on an offshore oil rig maintain close bounds and do their best to face the difficulties presented by living and working isolated out in the middle of the sea. A job promotion triggers events that disrupt, in an irreversible way, the group friendship and the protagonist’s own life on land. He is tested by the force of destiny and experiences the drama of an ordinary man facing a gradual process of isolation.",pt,https://image.tmdb.org/t/p/w500/ceSNvRHhdtlijgIy9nev9oXn5wY.jpg,4.5,Paulo Sacramento,"Olhos de Cão Produções Cinematográficas, Gullane Entretenimento, TC Filmes",
Sasha's Hell,2019,"18, 27","When rising rapper Oli finally meets his online collaborator Sasha, their weekend of hanging out turns from sweet to painfully awkward to terrifying. An underground live gig, a strange encounter with a goth girl, and finally a literal descent into hell are all captured on grainy VHS tape.",ru,https://image.tmdb.org/t/p/w500/8RQhtzjGCkcZJ0Ti4992Y8m7fsh.jpg,8,Nikita Lavretski,,
Puck & Hans - Made in Holland,2019,99,"Few designers meant so much for Dutch fashion as the duo Puck & Hans. A retrospective exhibition of their glorious, thirty-year career is the leitmotif for this portrait. Puck & Hans; fashion pioneers, life companions and trendsetters. From the mid-1960s to the mid-1990s, the sovereign work of these fashion designers determined the image of Dutch fashion. A retrospective exhibition in the Amsterdam Museum is the leitmotif in this documentary portrait that sheds light on the life and work of this remarkable twosome. To this day, their creative pioneer work has been a source of inspiration for the fashion sector.",nl,https://image.tmdb.org/t/p/w500/enHBnOYFSqvv84JP1nueIq05kRD.jpg,0,Peter Wingerder,,
Memoria,2019,18,,fr,https://image.tmdb.org/t/p/w500/b4wriCoFawgYLGu72A3AbExGagO.jpg,0,Marceau Uguen,,
Jaddi Sardar,2019,"28, 18, 10749","After a misunderstanding among their parents, two brothers turn against one another.",pa,https://image.tmdb.org/t/p/w500/ldTz8oeAfuiKUS3Z1P97R8rIym5.jpg,7.5,Manbhavan Singh,,
Inland,2019,99,"""Politics for Austria,"" ""Fairness,"" ""We provide security""-election slogans that promise a return to bygone morals, adorn the city of Vienna before the Austrian national parliamentary elections in 2017. The mistrust with regard to supposed political elites, coupled with promises made by the right wing populist parties, polarize Austrian society. INLAND offers intimate insight into the lives of its protagonists and thereby draws a genre picture of their fears and hopes in complex times.",en,https://image.tmdb.org/t/p/w500/7AYnVWKQkZKBOsKuz6xxAhQHV5p.jpg,0,Ulli Gladik,,
Because We Are Girls,2019,99,"Three sisters have spent years bracing themselves for the pivotal moment that opens this film: the final verdict in their trial against their cousin, their childhood sexual abuser. From there, the story returns to their memories of growing up in a large and insular Punjabi-Canadian family in the small mill town of Williams Lake, British Columbia. With unflinching candour, the sisters discuss their family's dark secrets and expose a toxic family culture that relied on female subservience and obedience. These roles, they acknowledge, have deeper roots and have in part been reinforced by the Bollywood films that have structured their fantasies of romantic relationships. While the film tells a difficult and confrontational story of abuse, it is also a celebration of the loving sisterhood that allows these women to demand justice for the wrongs of their childhood years.",en,https://image.tmdb.org/t/p/w500/rYAmKnnYMBZciQE3PFXKggNOwvL.jpg,5,Baljit Sangra,ONF | NFB,
Charismatic Megafauna,2019,99,"Life in hypermodernity seen from the cosmic perspective in a visionary masterpiece, where time and space transcend the human scale.",en,https://image.tmdb.org/t/p/w500/mGv2RJVEI2vv0XdODAP2wXYEqke.jpg,0,Fredrik Wenzel,,
The Song of Fried Chile,2019,99,"Chile is one of the most important ingredients in Mexican culture. It is a fundamental piece of Mexicanness and its use goes far beyond gastronomy. ""El Son Del Chile Frito"" emerges from a recognition of the cultural diversity of Oaxaca, comparing it with the same variety that this species has. Just as chile is a fundamental part of our daily life, the traditions and customs of the area are the basis of the identity and sense of belonging of any Mexican.",es,https://image.tmdb.org/t/p/w500/1pIVxiLIlGBHDBm5qIi0A1cSnHz.jpg,7,Gonzalo Ferrari,Cuarto Piso Productions,
Inverse Everest,2019,99,,hu,https://image.tmdb.org/t/p/w500/n5DwNREqRvqbQGknkholpgVJsfQ.jpg,0,Gergely Balázs,Filmjungle,
Man on the Bus,2019,99,"Can a secret change who you are?  Mysterious events unfold and reveal how Martha, a Polish holocaust survivor, managed to lead a double life in Australia. The vivacious Jewish artist and doting mother, died without ever revealing her secret.  The film follows Martha’s daughter Eve, over a decade, as she unlocks the mystery behind the streets named Eve and Martha. Clues are found in old recordings and Martha’s home movies revealing a mystery man gazing into the lens.  Eve’s investigation leads her to the Sobieski castle in the Ukraine, the site of a massacre where her grandmother died, and the Eichmann trial as she explores her parents’ holocaust survival and her father’s heroic escape from a concentration camp.  When a ‘doppelgänger’ contacts Eve, her life is forever altered, as she uncovers lies, tracks down her mother’s young lover and reveals the family secret that led her to rewrite her entire life.",en,https://image.tmdb.org/t/p/w500/hRC0QRCV6wVUazOijteFH9EpMqT.jpg,0,Eve Ash,,
Epokalipsa,2019,27,"EPOKALIPSA uses narrations from Vlado Butler books, and very short of Malga Kubiak’s own book OMS.",en,https://image.tmdb.org/t/p/w500/5P3WQzBzX1tA66v9DsLMXEF9Ij6.jpg,1,Malga Kubiak,,
The Mouse,N/A,"18, 37","Two best friends Kisan and Baloo have their dream of a house, a piece of land. A farm and a happy life. Baloo is a slow learner and is dependant on Kisan. His basic issue is to always touch soft things like velvet, silky hair and finally they die of his uncontrolled energy, which is unintentional. Kisan is an intelligent man and he takes care of Baloo like a mother. He cannot bear or see anybody harming Baloo. The story predicts their journey of both of them encountering incidences in their lives and how does everything get devastated, consequently.",hi,https://image.tmdb.org/t/p/w500/gsxRlIiSdFBYFfmVwjMeOwbZvO6.jpg,0,Deepankar Prakash,R V Series,
The Tiny Life of Butcher Duke,2021,"35, 10751",A comedy about retired tennis legend attempting to win his life back by competing in a tennis rematch to win his very own tiny home.,en,https://image.tmdb.org/t/p/w500/f6MLANLZTZ105cmBPIOQBRwNKdo.jpg,0,Mike Akel,,
My Nudity Means Nothing,2019,18,"As a novelist, actress/screenwriter for François Ozon and director, Marina de Van is fearless, always eager to deal with taboos and expose herself. Mostly home-made and shot under the radar, Ma nudité ne sert à rien is a brave self-portrait of de Van as a forty-something wandering soul, asking herself about her work, body and relationships in the age of dating apps and one-night stands.",fr,https://image.tmdb.org/t/p/w500/fqwNT683fYLVVUz0U9vjfbNR853.jpg,2,Marina de Van,,
No Longer Human,2019,"18, 53","The story of Osamu Dazai, one of Japan's most celebrated novelists, absorbed in alcohol and love; married and in a relationship with two other lovers.",ja,https://image.tmdb.org/t/p/w500/nFxXZQpmHLNCIBOYEZXs70HbXs0.jpg,6.1,Mika Ninagawa,"Shochiku, Asmik Ace",
The Big Step,2020,"878, 35","At the age of six, Dario watched the first moon flight on television. Since then, his dream has been to fly to the moon. For the past three decades, the ingenious but difficult by nature Dario has been building a moon rocket on his farm in the Veneto countryside. Rocket technology represents applied rocket science. Its systems are implemented on a do-it-yourself basis, and the components are obtained from the local hardware store. The initial launch of the rocket fails. The neighbor's cornfield burns down and Dario is arrested. When his Roman brother Mario hears about the difficulties that have arisen, he goes to his aid and Italy's secret space program finally gets going.",it,https://image.tmdb.org/t/p/w500/exU8POhJJHrM5nL2zcmY8JWvltn.jpg,6.8,Antonio Padovan,"Ipotesi Cinema, Stemal Entertainment, Direzione Generale per il Cinema, Regione del Veneto, RAI, MiC",
Song of Youth,2019,18,A story between school kids and the teacher in a high school happened in 1985 China.,zh,https://image.tmdb.org/t/p/w500/bvqF8BDASASvYnCQErj4UEJnZTw.jpg,6.2,Zhang Luan,,
The Wedding Shaman,2019,"18, 10749","After a betrayal at work, a finance professional becomes an assistant to a bride shaman in order to salvage her only remaining property — and love life.",id,https://image.tmdb.org/t/p/w500/n7CbHqjbCTHhB2b6h0jPk51G6dM.jpg,6.5,Farishad Latjuba,"Visinema Pictures, Kaskus",
The Happiest Man on Earth,2019,99,"A lonely 40-year-old man sits on the balcony of a Finnish apartment building. Joonas Berghäll has learned that he will die in 14 years’ time, unless he changes his way of living or attitude towards life. Joonas wants to make a film about the state of wellbeing of Finnish men, drawing from his own experiences and mirroring the society at large.  The film is built around six stories. It starts with the context of school and proceeds through the contexts of military service, custody battle, burnout and substance abuse to end on the subject of premature death caused by health problems.",fi,https://image.tmdb.org/t/p/w500/xE3C7xY8Vzgp5ZC3qJv5S57mzmy.jpg,6.2,Joonas Berghäll,Oktober,
Made in Abyss: Journey's Dawn,2019,"16, 12, 9648, 14, 10751, 878","First compilation movie of the TV series which covers episodes 1-8 with new scenes added for the introduction. It covers the period from when Riko descends into the Abyss with her robot companion Reg, reaching the second layer where they meet the White Whistle Ozen who reveals information about Riko's mother.",ja,https://image.tmdb.org/t/p/w500/exLf3eUR7705XwNYR6HFZAMObSR.jpg,7.8,Masayuki Kojima,Kinema Citrus,
Step Up Love Story: Love Again,2019,"10749, 35","A legendary love comedy manga that boasts tremendous popularity. Since it began being serialized in 1997, it has continued to attract many male fans and is still popular without fading.  As the author's message ""This is not just H manga"", by not only describing sex simply, by arranging characters with various values,  It is often composed of quotations such as male/female psychology and romance/marriage/sex/sex/sex differences between men and women, quotations, and personal opinions of authors.  It is published in 12 countries around the world, including Koreans, Taiwan, the United States, and France.",ja,https://image.tmdb.org/t/p/w500/5rP2zadovT2DMXOesZo7si5DzJI.jpg,5.5,Toshiaki Kondo,AMG Entertainment,
Made in Abyss: Wandering Twilight,2019,"16, 12, 14, 9648, 878",Second compilation movie of the TV series which covers episodes 9-13. Riko and Reg descend to the third and fourth layer where Riko has her first experience of the Curse.,ja,https://image.tmdb.org/t/p/w500/ivEZMkRng0VvDuQUoU8nhtqcfwe.jpg,8.3,Masayuki Kojima,Kinema Citrus,
Illusion,2019,99,,cs,https://image.tmdb.org/t/p/w500/v0Nuc5jM7KJS7NDmRQVUv6Tvnrg.jpg,0,Kateř Tureček,FAMU,
Rise of the Machine Girls,2019,"28, 27, 878, 35","Living in the lawless Ishinari District in a future Japan, sisters Ami (Hina Nagimiya) and Yoshie (Hanakage Kanon) who sold their bodies to help their parents, try to earn a living performing as an idol group in the area. When their performance causes stranger Matsukata (Tak Sakaguchi) a notorious hitman, to notice their condition, the three realize their worth to each other in the fight against Aoyama Dharma (Kimono Negishi), the female boss of a notorious organ harvesting ring in the area. Realizing that even their skills are no match for her army of goons and henchmen, the two are outfitted with special homemade weaponry to their bodies and become the ultimate killers.",ja,https://image.tmdb.org/t/p/w500/nxp70IYpQGxfnOR8z8wLIFJIcb3.jpg,5.4,Yuki Kobayashi,"New Select, Nikkatsu Corporation, Nishimura Motion Picture Model Makers Group",
